
1559779285287,1087,Pagina,200,OK,Usuarios esperados 1-1,text,true,,218054,138,4,4,https://www.youtube.com/watch?v=wmiIUN-7qhE,326,0,243
1559779285892,1645,Pagina,200,OK,Usuarios esperados 1-3,text,true,,214885,138,8,8,https://www.youtube.com/watch?v=wmiIUN-7qhE,482,0,334
1559779286376,1513,Video,200,OK,Usuarios esperados 1-1,text,true,,217288,138,9,9,https://www.youtube.com/watch?v=wmiIUN-7qhE,317,0,0
1559779285595,2309,Pagina,200,OK,Usuarios esperados 1-2,text,true,,215323,138,9,9,https://www.youtube.com/watch?v=wmiIUN-7qhE,631,0,427
1559779286186,2679,Pagina,200,OK,Usuarios esperados 1-4,text,true,,214432,138,12,12,https://www.youtube.com/watch?v=wmiIUN-7qhE,758,0,506
1559779286482,3154,Pagina,200,OK,Usuarios esperados 1-5,text,true,,217901,138,15,15,https://www.youtube.com/watch?v=wmiIUN-7qhE,1044,0,744
1559779287538,3050,Video,200,OK,Usuarios esperados 1-3,text,true,,218003,138,18,18,https://www.youtube.com/watch?v=wmiIUN-7qhE,196,0,0
1559779286783,4472,Pagina,200,OK,Usuarios esperados 1-6,text,true,,214855,138,20,20,https://www.youtube.com/watch?v=wmiIUN-7qhE,1102,0,745
1559779287981,3891,Pagina,200,OK,Usuarios esperados 1-10,text,true,,217957,138,22,22,https://www.youtube.com/watch?v=wmiIUN-7qhE,1005,0,781
1559779287890,4770,Pagina,200,OK,Usuarios esperados 1-1,text,true,,217437,138,25,25,https://www.youtube.com/watch?v=wmiIUN-7qhE,2101,0,1422
1559779287904,5880,Video,200,OK,Usuarios esperados 1-2,text,true,,216942,138,29,29,https://www.youtube.com/watch?v=wmiIUN-7qhE,1183,0,871
1559779287082,7963,Pagina,200,OK,Usuarios esperados 1-7,text,true,,218211,138,33,33,https://www.youtube.com/watch?v=wmiIUN-7qhE,804,0,608
1559779287683,8717,Pagina,200,OK,Usuarios esperados 1-9,text,true,,217363,138,38,38,https://www.youtube.com/watch?v=wmiIUN-7qhE,1347,0,992
1559779289483,6918,Pagina,200,OK,Usuarios esperados 1-15,text,true,,215484,138,38,38,https://www.youtube.com/watch?v=wmiIUN-7qhE,1941,0,1816
1559779288865,8998,Video,200,OK,Usuarios esperados 1-4,text,true,,218065,138,42,42,https://www.youtube.com/watch?v=wmiIUN-7qhE,1720,0,771
1559779292783,8124,Pagina,200,OK,Usuarios esperados 1-26,text,true,,213765,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1644,0,1499
1559779290987,9925,Pagina,200,OK,Usuarios esperados 1-20,text,true,,217708,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1845,0,1162
1559779293683,7797,Pagina,200,OK,Usuarios esperados 1-29,text,true,,213543,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1365,0,1055
1559779287383,15039,Pagina,200,OK,Usuarios esperados 1-8,text,true,,217420,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1336,0,1042
1559779291893,10757,Pagina,200,OK,Usuarios esperados 1-23,text,true,,214688,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2217,0,1450
1559779288581,14561,Pagina,200,OK,Usuarios esperados 1-12,text,true,,217915,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1007,0,608
1559779288282,14896,Pagina,200,OK,Usuarios esperados 1-11,text,true,,218070,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1353,0,911
1559779290393,13657,Pagina,200,OK,Usuarios esperados 1-18,text,true,,215066,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1150,0,1002
1559779290690,13371,Pagina,200,OK,Usuarios esperados 1-19,text,true,,215766,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1180,0,911
1559779293082,11592,Pagina,200,OK,Usuarios esperados 1-27,text,true,,217302,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1951,0,1029
1559779289183,15834,Pagina,200,OK,Usuarios esperados 1-14,text,true,,215146,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2169,0,1696
1559779296402,8767,Video,200,OK,Usuarios esperados 1-15,text,true,,214502,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1678,0,901
1559779293982,11317,Pagina,200,OK,Usuarios esperados 1-30,text,true,,218436,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2945,0,2416
1559779294884,10723,Pagina,200,OK,Usuarios esperados 1-33,text,true,,213950,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2875,0,2207
1559779288881,17663,Pagina,200,OK,Usuarios esperados 1-13,text,true,,215437,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2418,0,1700
1559779291604,15259,Pagina,200,OK,Usuarios esperados 1-22,text,true,,214003,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,7121,0,6158
1559779294583,12588,Pagina,200,OK,Usuarios esperados 1-32,text,true,,217600,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,3826,0,2078
1559779296382,10794,Pagina,200,OK,Usuarios esperados 1-38,text,true,,215075,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2525,0,2010
1559779295784,11630,Pagina,200,OK,Usuarios esperados 1-36,text,true,,217506,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2817,0,1865
1559779291285,16152,Pagina,200,OK,Usuarios esperados 1-21,text,true,,218686,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1375,0,577
1559779292189,15515,Pagina,200,OK,Usuarios esperados 1-24,text,true,,214563,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2555,0,1594
1559779291872,16123,Video,200,OK,Usuarios esperados 1-10,text,true,,217838,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1375,0,956
1559779296084,13074,Pagina,200,OK,Usuarios esperados 1-37,text,true,,218220,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2642,0,1378
1559779299683,9476,Pagina,200,OK,Usuarios esperados 1-49,text,true,,214655,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,5290,0,4455
1559779289637,19861,Video,200,OK,Usuarios esperados 1-5,text,true,,217513,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1634,0,1242
1559779295181,14319,Pagina,200,OK,Usuarios esperados 1-34,text,true,,216848,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,7280,0,5729
1559779292660,17147,Video,200,OK,Usuarios esperados 1-1,text,true,,217873,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,2086,0,1123
1559779292483,17609,Pagina,200,OK,Usuarios esperados 1-25,text,true,,216786,138,50,50,https://www.youtube.com/watch?v=wmiIUN-7qhE,1917,0,1299
